,row_id,engagement_score
832,90030,2
833,90031,4
834,90032,3
835,90033,3
836,90034,3
837,90035,4
838,90036,3
839,90037,4
840,90038,3
841,90039,4
842,90040,3
843,90041,3
844,90042,2
845,90043,3
846,90044,3
847,90045,3
848,90046,3
849,90047,4
850,90048,4
851,90049,4
852,90050,3
853,90051,3
854,90052,4
855,90053,4
856,90054,3
857,90055,4
858,90056,2
859,90057,4
860,90058,3
861,90059,3
862,90060,3
863,90061,3
864,90062,3
865,90063,3
866,90064,4
867,90065,3
868,90066,4
869,90067,4
870,90068,2
871,90069,2
872,90070,3
873,90071,2
874,90072,2
875,90073,4
876,90074,3
877,90075,3
878,90076,3
879,90077,4
880,90078,4
881,90079,4
882,90080,3
883,90081,4
884,90082,3
885,90083,4
886,90084,4
887,90085,4
888,90086,3
889,90087,4
890,90088,4
891,90089,3
892,90090,2
893,90091,3
894,90092,4
895,90093,4
896,90094,3
897,90095,4
898,90096,2
899,90097,3
900,90098,3
901,90099,4
902,90100,3
903,90101,3
904,90102,3
905,90103,4
906,90104,3
907,90105,3
908,90106,4
909,90107,3
910,90108,3
911,90109,3
912,90110,3
913,90111,3
914,90112,2
915,90113,3
916,90114,3
917,90115,2
918,90116,4
919,90117,3
920,90118,3
921,90119,3
922,90120,2
923,90121,4
924,90122,3
925,90123,3
926,90124,3
927,90125,3
928,90126,3
929,90127,3
930,90128,3
931,90129,4
932,90130,4
933,90131,3
934,90132,3
935,90133,4
936,90134,3
937,90135,4
938,90136,3
939,90137,4
940,90138,3
941,90139,4
942,90140,4
943,90141,2
944,90142,3
945,90143,3
946,90144,4
947,90145,3
948,90146,3
949,90147,3
950,90148,4
951,90149,3
952,90150,4
953,90151,4
954,90152,4
955,90153,4
956,90154,2
957,90155,3
958,90156,3
959,90157,3
960,90158,3
961,90159,3
962,90160,4
963,90161,3
964,90162,3
965,90163,3
966,90164,3
967,90165,2
968,90166,3
969,90167,3
970,90168,3
971,90169,4
972,90170,4
973,90171,4
974,90172,2
975,90173,3
976,90174,3
977,90175,4
978,90176,2
979,90177,3
980,90178,4
981,90179,3
982,90180,4
983,90181,3
984,90182,4
985,90183,3
986,90184,3
987,90185,2
988,90186,3
989,90187,3
990,90188,3
991,90189,4
992,90190,3
993,90191,4
994,90192,3
995,90193,3
996,90194,4
997,90195,3
998,90196,4
999,90197,3
1000,90198,3
1001,90199,3
1002,90200,4
1003,90201,4
1004,90202,3
1005,90203,3
1006,90204,2
1007,90205,4
1008,90206,3
1009,90207,3
1010,90208,4
1011,90209,3
1012,90210,2
1013,90211,4
1014,90212,4
1015,90213,4
1016,90214,2
1017,90215,4
1018,90216,3
1019,90217,3
1020,90218,4
1021,90219,4
1022,90220,2
1023,90221,4
1024,90222,3
1025,90223,4
1026,90224,3
1027,90225,4
1028,90226,3
1029,90227,3
1030,90228,2
1031,90229,3
1032,90230,2
1033,90231,3
1034,90232,4
1035,90233,3
1036,90234,4
1037,90235,4
1038,90236,4
1039,90237,2
1040,90238,4
1041,90239,4
1042,90240,3
1043,90241,3
1044,90242,3
1045,90243,4
1046,90244,4
1047,90245,3
1048,90246,3
1049,90247,3
1050,90248,3
1051,90249,3
1052,90250,3
1053,90251,3
1054,90252,3
1055,90253,4
1056,90254,3
1057,90255,3
1058,90256,3
1059,90257,1
1060,90258,3
1061,90259,3
1062,90260,3
1063,90261,4
1064,90262,3
1065,90263,3
1066,90264,2
1067,90265,4
1068,90266,3
1069,90267,4
1070,90268,3
1071,90269,2
1072,90270,4
1073,90271,3
1074,90272,4
1075,90273,3
1076,90274,4
1077,90275,4
1078,90276,4
1079,90277,4
1080,90278,2
1081,90279,3
1082,90280,3
1083,90281,4
1084,90282,3
1085,90283,3
1086,90284,3
1087,90285,3
1088,90286,3
1089,90287,4
1090,90288,2
1091,90289,3
1092,90290,2
1093,90291,4
1094,90292,4
1095,90293,2
1096,90294,3
1097,90295,3
1098,90296,4
1099,90297,2
1100,90298,4
1101,90299,4
1102,90300,3
1103,90301,3
1104,90302,4
1105,90303,4
1106,90304,3
1107,90305,3
1108,90306,3
1109,90307,3
1110,90308,4
1111,90309,4
1112,90310,3
1113,90311,2
1114,90312,3
1115,90313,4
1116,90314,3
1117,90315,2
1118,90316,3
1119,90317,4
1120,90318,3
1121,90319,3
1122,90320,4
1123,90321,3
1124,90322,4
1125,90323,2
1126,90324,2
1127,90325,3
1128,90326,4
1129,90327,3
1130,90328,3
1131,90329,3
1132,90330,3
1133,90331,3
1134,90332,3
1135,90333,3
1136,90334,4
1137,90335,4
1138,90336,3
1139,90337,3
1140,90338,3
1141,90339,4
1142,90340,3
1143,90341,4
1144,90342,3
1145,90343,3
1146,90344,3
1147,90345,3
1148,90346,3
1149,90347,3
1150,90348,3
1151,90349,2
1152,90350,2
1153,90351,4
1154,90352,2
1155,90353,3
1156,90354,3
1157,90355,2
1158,90356,2
1159,90357,4
1160,90358,4
1161,90359,3
1162,90360,4
1163,90361,3
1164,90362,3
1165,90363,2
1166,90364,3
1167,90365,3
1168,90366,3
1169,90367,4
1170,90368,3
1171,90369,3
1172,90370,2
1173,90371,2
1174,90372,3
1175,90373,3
1176,90374,4
1177,90375,2
1178,90376,3
1179,90377,3
1180,90378,3
1181,90379,3
1182,90380,3
1183,90381,3
1184,90382,3
1185,90383,4
1186,90384,2
1187,90385,3
1188,90386,3
1189,90387,3
1190,90388,4
1191,90389,3
1192,90390,3
1193,90391,4
1194,90392,3
1195,90393,4
1196,90394,2
1197,90395,3
1198,90396,4
1199,90397,4
1200,90398,4
1201,90399,4
1202,90400,3
1203,90401,3
1204,90402,2
1205,90403,2
1206,90404,3
1207,90405,4
1208,90406,2
1209,90407,3
1210,90408,4
1211,90409,4
1212,90410,2
1213,90411,3
1214,90412,2
1215,90413,4
1216,90414,4
1217,90415,4
1218,90416,2
1219,90417,3
1220,90418,2
1221,90419,3
1222,90420,3
1223,90421,4
1224,90422,3
1225,90423,3
1226,90424,3
1227,90425,3
1228,90426,3
1229,90427,4
1230,90428,4
1231,90429,3
1232,90430,4
1233,90431,4
1234,90432,4
1235,90433,3
1236,90434,4
1237,90435,3
1238,90436,3
1239,90437,3
1240,90438,3
1241,90439,2
1242,90440,3
1243,90441,3
1244,90442,3
1245,90443,4
1246,90444,3
1247,90445,3
1248,90446,3
1249,90447,2
1250,90448,3
1251,90449,4
1252,90450,3
1253,90451,4
1254,90452,3
1255,90453,3
1256,90454,3
1257,90455,3
1258,90456,4
1259,90457,3
1260,90458,3
1261,90459,2
1262,90460,3
1263,90461,4
1264,90462,4
1265,90463,2
1266,90464,3
1267,90465,4
1268,90466,3
1269,90467,4
1270,90468,3
1271,90469,2
1272,90470,3
1273,90471,3
1274,90472,3
1275,90473,3
1276,90474,4
1277,90475,2
1278,90476,4
1279,90477,4
1280,90478,2
1281,90479,3
1282,90480,2
1283,90481,3
1284,90482,3
1285,90483,4
1286,90484,3
1287,90485,3
1288,90486,3
1289,90487,3
1290,90488,3
1291,90489,3
1292,90490,4
1293,90491,3
1294,90492,4
1295,90493,4
1296,90494,3
1297,90495,3
1298,90496,3
1299,90497,3
1300,90498,3
1301,90499,4
1302,90500,3
1303,90501,3
1304,90502,3
1305,90503,3
1306,90504,3
1307,90505,2
1308,90506,3
1309,90507,3
1310,90508,3
1311,90509,3
1312,90510,3
1313,90511,3
1314,90512,3
1315,90513,2
1316,90514,3
1317,90515,3
1318,90516,1
1319,90517,3
1320,90518,4
1321,90519,2
1322,90520,4
1323,90521,3
1324,90522,4
1325,90523,2
1326,90524,4
1327,90525,3
1328,90526,4
1329,90527,4
1330,90528,3
1331,90529,3
1332,90530,4
1333,90531,2
1334,90532,4
1335,90533,3
1336,90534,3
1337,90535,4
1338,90536,4
1339,90537,4
1340,90538,4
1341,90539,3
1342,90540,4
1343,90541,3
1344,90542,4
1345,90543,4
1346,90544,3
1347,90545,3
1348,90546,4
1349,90547,3
1350,90548,3
1351,90549,4
1352,90550,3
1353,90551,4
1354,90552,3
1355,90553,4
1356,90554,2
1357,90555,3
1358,90556,3
1359,90557,4
1360,90558,4
1361,90559,3
1362,90560,4
1363,90561,4
1364,90562,3
1365,90563,4
1366,90564,3
1367,90565,3
1368,90566,4
1369,90567,4
1370,90568,4
1371,90569,4
1372,90570,4
1373,90571,3
1374,90572,4
1375,90573,3
1376,90574,3
1377,90575,4
1378,90576,4
1379,90577,3
1380,90578,4
1381,90579,3
1382,90580,3
1383,90581,2
1384,90582,3
1385,90583,3
1386,90584,2
1387,90585,3
1388,90586,2
1389,90587,4
1390,90588,3
1391,90589,2
1392,90590,4
1393,90591,3
1394,90592,3
1395,90593,2
1396,90594,3
1397,90595,2
1398,90596,4
1399,90597,4
1400,90598,4
1401,90599,2
1402,90600,4
1403,90601,3
1404,90602,4
1405,90603,3
1406,90604,3
1407,90605,3
1408,90606,4
1409,90607,3
1410,90608,4
1411,90609,3
1412,90610,4
1413,90611,3
1414,90612,3
1415,90613,3
1416,90614,3
1417,90615,1
1418,90616,3
1419,90617,3
1420,90618,2
1421,90619,1
1422,90620,4
1423,90621,4
1424,90622,3
1425,90623,3
1426,90624,3
1427,90625,3
1428,90626,4
1429,90627,3
1430,90628,3
1431,90629,4
1432,90630,3
1433,90631,3
1434,90632,3
1435,90633,3
1436,90634,3
1437,90635,3
1438,90636,3
1439,90637,4
1440,90638,3
1441,90639,3
1442,90640,3
1443,90641,4
1444,90642,1
1445,90643,2
1446,90644,4
1447,90645,3
1448,90646,3
1449,90647,3
1450,90648,3
1451,90649,3
1452,90650,2
1453,90651,3
1454,90652,4
1455,90653,4
1456,90654,2
1457,90655,2
1458,90656,3
1459,90657,2
1460,90658,2
1461,90659,4
1462,90660,3
1463,90661,3
1464,90662,3
1465,90663,3
1466,90664,4
1467,90665,3
1468,90666,3
1469,90667,2
1470,90668,4
1471,90669,3
1472,90670,3
1473,90671,3
1474,90672,3
1475,90673,4
1476,90674,3
1477,90675,3
1478,90676,4
1479,90677,3
1480,90678,3
1481,90679,4
1482,90680,2
1483,90681,4
1484,90682,3
1485,90683,4
1486,90684,2
1487,90685,3
1488,90686,4
1489,90687,3
1490,90688,2
1491,90689,3
1492,90690,4
1493,90691,3
1494,90692,3
1495,90693,3
1496,90694,2
1497,90695,3
1498,90696,2
1499,90697,3
1500,90698,3
1501,90699,3
1502,90700,4
1503,90701,3
1504,90702,2
1505,90703,3
1506,90704,3
1507,90705,3
1508,90706,2
1509,90707,3
1510,90708,3
1511,90709,3
1512,90710,3
1513,90711,3
1514,90712,4
1515,90713,3
1516,90714,3
1517,90715,2
1518,90716,3
1519,90717,3
1520,90718,3
1521,90719,3
1522,90720,4
1523,90721,4
1524,90722,4
1525,90723,2
1526,90724,3
1527,90725,3
1528,90726,3
1529,90727,4
1530,90728,3
1531,90729,3
1532,90730,4
1533,90731,4
1534,90732,3
1535,90733,3
1536,90734,3
1537,90735,4
1538,90736,2
1539,90737,3
1540,90738,2
1541,90739,4
1542,90740,3
1543,90741,4
1544,90742,3
1545,90743,2
1546,90744,4
1547,90745,4
1548,90746,2
1549,90747,2
1550,90748,3
1551,90749,3
1552,90750,3
1553,90751,3
1554,90752,3
1555,90753,4
1556,90754,3
1557,90755,3
1558,90756,2
1559,90757,3
1560,90758,4
1561,90759,3
1562,90760,4
1563,90761,3
1564,90762,3
1565,90763,4
1566,90764,3
1567,90765,4
1568,90766,3
1569,90767,3
1570,90768,4
1571,90769,3
1572,90770,3
1573,90771,3
1574,90772,3
1575,90773,4
1576,90774,4
1577,90775,2
1578,90776,3
1579,90777,4
1580,90778,3
1581,90779,3
1582,90780,3
1583,90781,4
1584,90782,3
1585,90783,3
1586,90784,3
1587,90785,3
1588,90786,3
1589,90787,3
1590,90788,3
1591,90789,3
1592,90790,3
1593,90791,2
1594,90792,3
1595,90793,3
1596,90794,2
1597,90795,3
1598,90796,3
1599,90797,3
1600,90798,3
1601,90799,3
1602,90800,4
1603,90801,3
1604,90802,4
1605,90803,3
1606,90804,3
1607,90805,3
1608,90806,4
1609,90807,3
1610,90808,3
1611,90809,3
1612,90810,4
1613,90811,3
1614,90812,3
1615,90813,3
1616,90814,3
1617,90815,2
1618,90816,4
1619,90817,3
1620,90818,2
1621,90819,3
1622,90820,4
1623,90821,3
1624,90822,3
1625,90823,3
1626,90824,3
1627,90825,2
1628,90826,4
1629,90827,3
1630,90828,3
1631,90829,3
1632,90830,2
1633,90831,2
1634,90832,3
1635,90833,3
1636,90834,4
1637,90835,3
1638,90836,4
1639,90837,3
1640,90838,4
1641,90839,4
1642,90840,4
1643,90841,3
1644,90842,3
1645,90843,3
1646,90844,3
1647,90845,3
1648,90846,3
1649,90847,3
1650,90848,3
1651,90849,3
1652,90850,2
1653,90851,4
1654,90852,3
1655,90853,3
1656,90854,3
1657,90855,3
1658,90856,4
1659,90857,4
1660,90858,4
1661,90859,3
1662,90860,4
1663,90861,4
1664,90862,2
1665,90863,2
1666,90864,3
1667,90865,3
1668,90866,3
1669,90867,2
1670,90868,3
1671,90869,3
1672,90870,4
1673,90871,3
1674,90872,4
1675,90873,4
1676,90874,2
1677,90875,3
1678,90876,3
1679,90877,4
1680,90878,3
1681,90879,3
1682,90880,4
1683,90881,4
1684,90882,4
1685,90883,3
1686,90884,3
1687,90885,3
1688,90886,3
1689,90887,3
1690,90888,3
1691,90889,3
1692,90890,4
1693,90891,3
1694,90892,3
1695,90893,3
1696,90894,4
1697,90895,4
1698,90896,3
1699,90897,3
1700,90898,3
1701,90899,3
1702,90900,2
1703,90901,2
1704,90902,3
1705,90903,3
1706,90904,3
1707,90905,3
1708,90906,3
1709,90907,4
1710,90908,3
1711,90909,3
1712,90910,3
1713,90911,3
1714,90912,2
1715,90913,3
1716,90914,3
1717,90915,3
1718,90916,2
1719,90917,3
1720,90918,3
1721,90919,3
1722,90920,3
1723,90921,3
1724,90922,4
1725,90923,3
1726,90924,2
1727,90925,3
1728,90926,3
1729,90927,2
1730,90928,4
1731,90929,3
1732,90930,3
1733,90931,2
1734,90932,4
1735,90933,4
1736,90934,2
1737,90935,3
1738,90936,3
1739,90937,3
1740,90938,2
1741,90939,3
1742,90940,3
1743,90941,4
1744,90942,3
1745,90943,3
1746,90944,3
1747,90945,3
1748,90946,3
1749,90947,3
1750,90948,4
1751,90949,3
1752,90950,4
1753,90951,4
1754,90952,4
1755,90953,3
1756,90954,2
1757,90955,3
1758,90956,3
1759,90957,3
1760,90958,4
1761,90959,3
1762,90960,3
1763,90961,2
1764,90962,4
1765,90963,3
1766,90964,4
1767,90965,4
1768,90966,3
1769,90967,3
1770,90968,2
1771,90969,4
1772,90970,3
1773,90971,3
1774,90972,3
1775,90973,3
1776,90974,3
1777,90975,3
1778,90976,3
1779,90977,3
1780,90978,3
1781,90979,4
1782,90980,3
1783,90981,3
1784,90982,3
1785,90983,4
1786,90984,3
1787,90985,2
1788,90986,3
1789,90987,3
1790,90988,3
1791,90989,4
1792,90990,3
1793,90991,4
1794,90992,4
1795,90993,3
1796,90994,3
1797,90995,3
1798,90996,3
1799,90997,3
1800,90998,3
1801,90999,4
1802,91000,3
1803,91001,4
1804,91002,3
1805,91003,4
1806,91004,4
1807,91005,3
1808,91006,3
1809,91007,3
1810,91008,3
1811,91009,4
1812,91010,2
1813,91011,3
1814,91012,3
1815,91013,4
1816,91014,4
1817,91015,3
1818,91016,3
1819,91017,3
1820,91018,4
1821,91019,3
1822,91020,2
1823,91021,3
1824,91022,1
1825,91023,3
1826,91024,3
1827,91025,2
1828,91026,4
1829,91027,3
1830,91028,3
1831,91029,3
1832,91030,4
1833,91031,4
1834,91032,3
1835,91033,4
1836,91034,3
1837,91035,4
1838,91036,2
1839,91037,4
1840,91038,3
1841,91039,3
1842,91040,2
1843,91041,3
1844,91042,2
1845,91043,4
1846,91044,2
1847,91045,3
1848,91046,3
1849,91047,3
1850,91048,3
1851,91049,3
1852,91050,4
1853,91051,4
1854,91052,3
1855,91053,4
1856,91054,3
1857,91055,4
1858,91056,3
1859,91057,3
1860,91058,3
1861,91059,3
1862,91060,2
1863,91061,2
1864,91062,4
1865,91063,3
1866,91064,3
1867,91065,4
1868,91066,2
1869,91067,3
1870,91068,4
1871,91069,3
